deg,cs,E
33.878583787098485,0.6063244496390859,183
38.768969348376224,0.19820632232431687,183
43.32209590712329,0.09075526074433744,183
49.39291893549243,0.03565382626844524,183
53.77739741803373,0.017624607650436323,183
57.48735789551371,0.007590427119715356,183
63.220909538058564,0.0024812949553625198,183
67.60538802059985,0.0010363841553416913,183
73.5075877393505,0.0005790941471527085,183
79.74705884392543,0.0005446805549425839,183
88.68465150192017,0.00014590819991407438,183
93.40640137028575,0.00006001649267230476,183
99.4772367819485,0.000023577930309856255,183
34.04721948001063,5.4190684481629585,126
38.094438960021286,1.9124773978739875,126
43.15346021421115,0.6959405251427965,126
49.39291893549243,0.26112674170306016,126
53.946033110945876,0.13723731481423115,126
60.69139891096362,0.06995023502415494,126
64.90725408388641,0.04350918837900285,126
69.46038064263348,0.02545451045534269,126
77.89206622189178,0.008194556749973728,126
82.78247654975682,0.004050781156000162,126
87.84149780394671,0.0020333120901174515,126
91.8887049006637,0.0009898409314077687,126
99.4772367819485,0.0003888664508605195,126
109.25800790450403,0.00015276910845644015,126
114.99157193034249,0.00010740937785433227,126
123.42328227618808,0.0000778667889693143,126
